record_id,organization_name,source_type,source_provider,source_listing_url,job_id,title,location,department,employment_type,work_arrangement,salary_min,salary_max,currency,posted_date,closing_date,description,job_url,application_url,application_email,application_method,first_seen,last_seen,status,content_hash
9,9 Story Media Group,static_html_listing,,https://9story.com/careers/,,Executive Team,,,,,,,,,,,https://9story.com/about#executive-team,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
14,A Thinking Ape (Canada),ats,greenhouse,https://athinkingape.com/careers/,7954408,Motion Designer (Mobile Game Marketing),Vancouver,Creative,,,,,,2026-05-22T13:16:37-04:00,,"<h3><strong>About the Role</strong></h3>
<p>We’re looking for a Motion Designer to create high-performing marketing creatives for mobile games across paid social, app store, and brand channels. This role blends strong motion design skills with a sharp eye for visual storytelling, graphic design, and player-focused marketing.</p>
<p>You’ll collaborate closely with the User Acquisition (UA) team to produce engaging ads, trailers, and promotional content that drive installs and player engagement. You'll be creating video ads, organic promotional content, and gameplay-driven marketing across paid social, app stores, and brand channels for multiple mobile games with very different visual styles.</p>
<p>This isn't a role where you make one type of ad for one type of game. One week you might be cutting a gritty, action-heavy promo for a zombie game. The next you're making something bright and playful for a social sim. You'll own the process start to finish and you'll need to move quickly without sacrificing quality.</p>
<p>The ideal candidate has strong motion and graphic design fundamentals, understands how to create effective mobile-first ad creatives, is comfortable working with gameplay assets, and is familiar with game engines such as Unity.</p>
<h3><strong>What You’ll Do</strong></h3>
<ul>
<li>Create high-volume motion graphics and video ads for mobile game marketing campaigns across UA, organic, and social channels</li>
<li>Produce gameplay-driven trailers, event promotions, App Store/Google Play creatives, and social media content</li>
<li>Design and animate typography, transitions, UI elements, and marketing visuals optimized for mobile platforms</li>
<li>Capture and edit gameplay footage, including inside Unity where needed</li>
<li>Adapt quickly between different game aesthetics and workflows&nbsp;</li>
<li>Take projects from brief to final export independently, with minimal back-and-forth once direction is set</li>
<li>Stay current on mobile ad trends, motion t",https://job-boards.greenhouse.io/athinkingape/jobs/7954408,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,d8b85748cfa74ee9
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"ManagerKanata, ONTemps plein$58,000 – $68,000 / year%BUTTON_APPLY%%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/1a81eb75de3e-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"ManagerKanata, ONTemps plein$58,000 – $68,000 / year%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/1a81eb75de3e-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,Manager,,,,,,,,,,,https://3brasseurs.breezy.hr/p/1a81eb75de3e-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Restaurant SupervisorKanata, ON%LABEL_POSITION_TYPE_PART_TIME%$19 – $24 / hour%BUTTON_APPLY%%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/6cdd1c05bc51-restaurant-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Restaurant SupervisorKanata, ON%LABEL_POSITION_TYPE_PART_TIME%$19 – $24 / hour%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/6cdd1c05bc51-restaurant-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,Restaurant Supervisor,,,,,,,,,,,https://3brasseurs.breezy.hr/p/6cdd1c05bc51-restaurant-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Maintenance technicianMontréal, QCTemps plein%BUTTON_APPLY%%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/7dd2076ed5a6-maintenance-technician,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Maintenance technicianMontréal, QCTemps plein%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/7dd2076ed5a6-maintenance-technician,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,Maintenance technician,,,,,,,,,,,https://3brasseurs.breezy.hr/p/7dd2076ed5a6-maintenance-technician,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Restaurant general managerMontréal, QCTemps plein%BUTTON_APPLY%%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/fa96d71c75f1-restaurant-general-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Restaurant general managerMontréal, QCTemps plein%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/fa96d71c75f1-restaurant-general-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,Restaurant general manager,,,,,,,,,,,https://3brasseurs.breezy.hr/p/fa96d71c75f1-restaurant-general-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Kitchen SupervisorOttawa, ONTemps plein$19 – $23 / hour%BUTTON_APPLY%%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/deeefc7ce96f-kitchen-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Kitchen SupervisorOttawa, ONTemps plein$19 – $23 / hour%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/deeefc7ce96f-kitchen-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,Kitchen Supervisor,,,,,,,,,,,https://3brasseurs.breezy.hr/p/deeefc7ce96f-kitchen-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Restaurant SupervisorOttawa, ON%LABEL_POSITION_TYPE_PART_TIME%$21 – $24 / hour%BUTTON_APPLY%%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/3d966f038ee5-restaurant-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,"Restaurant SupervisorOttawa, ON%LABEL_POSITION_TYPE_PART_TIME%$21 – $24 / hour%BUTTON_APPLY%",,,,,,,,,,,https://3brasseurs.breezy.hr/p/3d966f038ee5-restaurant-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
8,3 Brewers,ats,breezy_hr,https://3brasseurs.breezy.hr/,,Restaurant Supervisor,,,,,,,,,,,https://3brasseurs.breezy.hr/p/3d966f038ee5-restaurant-supervisor,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
50,ACEnet,ats,ukg_pro,https://www.ace-net.ca/careersinfo/,,"Digital Research Consultant, PEI",,,,,,,,,,,,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
50,ACEnet,ats,ukg_pro,https://www.ace-net.ca/careersinfo/,,"Research Consultant, Quantum Computing",,,,,,,,,,,,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
62,Adaptive Marine Solutions,static_html_listing,,https://ams-ink.ca/company/careers/,,Intermediate Project Manager,,,,,,,,,,,https://ams-ink.ca/project-manager/,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
62,Adaptive Marine Solutions,static_html_listing,,https://ams-ink.ca/company/careers/,,Intermediate Structural/Outfitting Designer,,,,,,,,,,,https://ams-ink.ca/senior-naval-architect/,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
62,Adaptive Marine Solutions,static_html_listing,,https://ams-ink.ca/company/careers/,,Senior Naval Architect Technologist,,,,,,,,,,,https://ams-ink.ca/senior-naval-architect-technologist/,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
62,Adaptive Marine Solutions,static_html_listing,,https://ams-ink.ca/company/careers/,,Intermediate Naval Architect Technologist,,,,,,,,,,,https://ams-ink.ca/intermediate-naval-architect-technologist/,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
74,AgileBits,ats,ashby,https://1password.com/careers,,"We grow your skills through mentorship, peer learning, and opportunities to build connections with industry leaders.",,,,,,,,,,,,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
74,AgileBits,ats,ashby,https://1password.com/careers,,"“At 1Password, we solve real security challenges for customers, backed by leadership I believe in and a team that challenges and inspires me to improve every single day.”",,,,,,,,,,,,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
74,AgileBits,ats,ashby,https://1password.com/careers,,Enterprise Password Manager,,,,,,,,,,,https://1password.com/product/enterprise-password-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
74,AgileBits,ats,ashby,https://1password.com/careers,,SaaS Manager,,,,,,,,,,,https://1password.com/product/saas-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
74,AgileBits,ats,ashby,https://1password.com/careers,,Personal Password Manager,,,,,,,,,,,https://1password.com/product/password-manager,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
74,AgileBits,ats,ashby,https://1password.com/careers,,SaaS Manager integrations,,,,,,,,,,,https://1password.com/features/saas-manager-integrations,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
74,AgileBits,ats,ashby,https://1password.com/careers,,Developer documentation,,,,,,,,,,,https://1password.dev/,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
74,AgileBits,ats,ashby,https://1password.com/careers,,Developer Community,,,,,,,,,,,https://www.1password.dev/community,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
68,Advanced Glazings (Canada),static_html_listing,,https://advancedglazings.com/careers/,,Sales Support Associate,,,,,,,,,,,https://advancedglazings.com/wp-content/uploads/2024/10/Sales-Support-Associate.pdf,,,,2026-07-19T15:49:59.188402+00:00,2026-07-19T15:49:59.188402+00:00,active,
