record_id,source_file,source_row,organization_name_original,unresolved_q_identifier,input_website,final_website,canonical_website,normalized_domain,original_status,career_url,link_text,score,ats_provider_detected,evidence,candidate_count,initial_classification,classification_reason,retry_category,recommended_next_action,processing_queue,error,organization_name_resolved,ottawa_relationship,ottawa_evidence,validation_status,validation_notes,last_processed,checked_at_utc,requested_url,loaded_url,http_status,page_title,detected_ats,jsonld_jobposting_count,probable_job_link_count,sample_job_links,validation_result,validation_reason,body_text_sample,crawl_error
356,new_urls,356,Resourcemodelingsolutions,no,https://resourcemodelingsolutions.com/careers,https://resourcemodelingsolutions.com/careers,https://resourcemodelingsolutions.com/careers,resourcemodelingsolutions.com,FOUND,https://resourcemodelingsolutions.com/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:02:46.602246+00:00,https://resourcemodelingsolutions.com/careers,https://resourcemodelingsolutions.com/careers/,200,Resource Modeling Solutions,,0,0,,probable_career_page_needs_review,"Career language detected, but job state is unclear","RMSP
DHO
CONSULTING
TRAINING
CLIENT STORIES
Open about menu
ABOUT
CONTACT US
PORTAL
Careers
FIND YOUR DREAM JOB BELOW

Want to make an impact?

We are looking for geostatistical experts and driven professionals passionate about the future of resource modeling. With over 100 completed projects, our team continues to grow as we deliver for companies around the world.

Elevate Your Career
CONTACT US TODAY

Resource Modeling Solutions is a division of GeologicAI, a growing global technology company that provides end-to-end solutions to help mining companies make better decisions and improve their operational efficiencies. To learn more about our parent company and why the brightest technical leaders and new talents are choosing GeologicAI to grow their careers, click below.

EXPLORE GEOLOGICAI
QUICK LINKS
User Portal
Geostatistics Lessons
Centre for Computational Geostatistics
CONTACT US
contact@resmodsol.com
Offices located in:
Canada:
Edmonton, Alberta
Calgary, Alberta
Toronto, Ontario
United States of America:
Denver, Colorado
Australia:
Brisbane, Queensland
FOLLOW US
LinkedIn
Twitter
Resource Modeling
Solutions
Resource Modeling Solutions, a division of GeologicAI, is focused on helping modern mining, environmental, and petroleum companies manage uncertainty and understand geological variability to make the best decisions possible.
Sign up below for our newsletter
Name
Email address
I have read and understood the Privacy Policy and agree to receive communications from Resourc",
357,new_urls,357,Retreat,no,https://retreat.guru/careers,https://retreat.guru/careers,https://retreat.guru/careers,retreat.guru,FOUND,https://retreat.guru/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:02:46.867710+00:00,https://retreat.guru/careers,https://retreat.guru/careers,,,,0,0,,crawl_failed,All configured retries failed,,HttpClientStatusCodeError: Client error status code returned (status code: 404).
360,new_urls,360,Rilith,no,https://rilith.com/careers,https://rilith.com/careers,https://rilith.com/careers,rilith.com,FOUND,https://rilith.com/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:02:52.253419+00:00,https://rilith.com/careers,https://rilith.com/careers,,,,0,0,,crawl_failed,All configured retries failed,,HttpClientStatusCodeError: Client error status code returned (status code: 404).
358,new_urls,358,Rezdy,no,https://rezdy.com/careers,https://rezdy.com/careers,https://rezdy.com/careers,rezdy.com,FOUND,https://rezdy.com/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:02:52.588872+00:00,https://rezdy.com/careers,https://rezdy.com/careers/,200,We're hiring | Careers at Rezdy,,0,8,https://rezdy.com/channel-manager-for-suppliers/ | https://rezdy.com/channel-manager/ | https://rezdy.com/book-a-demo-channel-manager/ | https://rezdy.com/channel-manager-for-ticketing-software/ | https://developers.rezdy.com/,confirmed_career_page_active,Employer-career language plus job records or job links,"This website uses cookies

We use technologies (e.g. cookies) to store and/or access information on user's devices such as IP addresses or browsing data. For more information on our privacy practices, including legal bases and our use of tracking technologies like cookies, please read our privacy policy and terms.

Show details
Accept and close
Customize
Deny all
Product Support
Contact Us
Login
Platform
Solutions
Resources
Growth Stories
Pricing
Request a Demo
21-day free trial
Rezdy Careers

Work flexibly and grow your career within the fast growing Experiences industry

Explore roles
The world's leading independent B2B cloud-based booking and distribution platform in the travel experiences sector

Some of the world’s most talented engineers, designers, marketers and customer success agents have chosen to grow their career and join our exciting mission to power the experiences industry, as the last major segment of travel to be largely digitized.

Our fast growing teams are working with flexibility from Australia and the US, helping customers in over 130 countries globally.

Rezdy benefits and perks

We want everyone to be healthy, travel often, get time to give back, and have the financial resources and support they need.

Health & wellness

We offer a dynamic health and wellness focused benefits package, mental health services, financial; planning and more through our employee assistance program.

Experience Voucher

Every year, you’ll receive an allowance to enjoy an exp",
361,new_urls,361,Riverside,no,https://riverside.fm/careers,https://riverside.fm/careers,https://riverside.fm/careers,riverside.fm,FOUND,https://riverside.fm/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:03:00.087032+00:00,https://riverside.fm/careers,https://careers.riverside.com/,200,Careers - Riverside,,0,9,https://careers.riverside.com/careers/web-developer | https://careers.riverside.com/careers/user-acquisition-manager | https://careers.riverside.com/careers/smb-customer-success-manager | https://careers.riverside.com/careers/senior-product-manager | https://careers.riverside.com/careers/senior-product-designer,confirmed_career_page_active,Employer-career language plus job records or job links,"Product
Products
Recording
4K video and audio recorder.
Editing
AI, text-based video editor.
Live Streaming
For livestreams in full HD.
Webinars
Host, record, and repurpose.
Hosting
Podcast publishing and analytics.
Features
Transcribing
Magic Clips
Captions
Magic Audio
AI Show Notes
Async Recording
AI Co-Creator
Apps
Mac App
Mobile Apps
Explore AI Tools
Solutions
For
Podcasters
Producers
Marketers
Use cases
Podcasts
Video marketing
Webinars
Learning & development
Internal communications
Virtual conferences
Video testimonials
Tutorial videos
Resources
Learn
Riverside University
Blog
Free tools
Webinars
Masterclass
Community
Case studies
Creators Newsletter
Community hub
Recorded on Riverside
Support
Help Center
Contact support
Blog
University
For Business
Pricing
Contact Sales
Login
Start for Free
CREATE
THE
FUTURE
OF
CONTENT
CREATION.
Explore open roles ->
Open positions.
All Locations
Filter by teams
All Teams
Business Development
Customer Success
Data & Analytics
Design and User Experience
Engineering
Finance
Marketing
People & Operations
Product Management
Sales
Web Developer

Marketing

Israel

User Acquisition Manager

Marketing

Israel

SMB Customer Success Manager

Customer Success

Remote

,

Canada

Senior Product Manager

Product Management

Israel

Senior Product Designer

Design and User Experience

Israel

Senior Influencer Marketing Manager

Marketing

Israel

Senior Full Stack Engineer (Poland)

Engineering

Remote

,

Ukraine

Senior Full Stack Engineer (Pola",
362,new_urls,362,Roberthalf,no,https://www.roberthalf.com/ca/en/find-jobs,https://www.roberthalf.com/ca/en/find-jobs,https://www.roberthalf.com/ca/en/find-jobs,roberthalf.com,FOUND,https://www.roberthalf.com/ca/en/find-jobs,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:03:01.024775+00:00,https://www.roberthalf.com/ca/en/find-jobs,https://www.roberthalf.com/ca/en/find-jobs,200,Job Search | Find a Job in Your Area With Robert Half,,0,58,https://www.roberthalf.com/ca/en/job-details/accounts-payable-clerk | https://www.roberthalf.com/ca/en/job-details/bookkeeper | https://www.roberthalf.com/ca/en/job-details/corporate-controller | https://www.roberthalf.com/ca/en/job-details/senior-financial-analyst | https://www.roberthalf.com/ca/en/job-details/payroll-administrator,confirmed_career_page_active,Employer-career language plus job records or job links,"Skip to Main Content
Find a job that works for you
At Robert Half, we specialize in Finance and Accounting, Technology, Marketing and Creative, Legal, and Administrative and Customer Support.
Get job matches
Find your next job
View all jobs

Jobs for everyoneSearch hundreds of opportunities to find the ones that fit your strengths and goals.Search jobs
Career growthExplore ways to keep your skills fresh, forge new paths or prepare for what's next.Grow your career
Our processLearn how we work with you to make your job search easier.See how we work
Technology and experience on your side
Get job matches
Search jobs
How we help you find a job in Canada
Upload your resumeAdd your latest resume to match with open positions.Upload resume
Search available jobsChoose from hundreds of jobs (with new ones posted daily).Search jobs
Ready for your next career move?
Our vast jobs network offers opportunities for financial professionals from entry level to management and executive.
Find your next job
Browse Jobs
Contract Talent
Permanent Talent
Consulting Solutions
Finance & Accounting
Technology
Marketing & Creative
Legal
Administrative & Customer Support
Discover Insights
Job directory
Salary Guide
Time Reports
Subscribe to Newsletter
Contact us
About Robert Half
Leadership
Careers With Us
Locations
Investor centre
Press
Fraud Alert
Privacy Policy
Terms of Use
Modern Slavery Report
Robert Half Canada Inc. All Rights Reserved.
Numéro de permis du Québec AP-2000503

By clicking “Accept All ",
365,new_urls,365,Roomvu,no,https://roomvu.com/careers,https://roomvu.com/careers,https://roomvu.com/careers,roomvu.com,FOUND,https://roomvu.com/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:03:06.971109+00:00,https://roomvu.com/careers,https://www.roomvu.com/careers,,,,0,0,,crawl_failed,All configured retries failed,,HttpClientStatusCodeError: Client error status code returned (status code: 404).
366,new_urls,366,Saatchi,no,https://saatchi.ca/careers,https://saatchi.ca/careers,https://saatchi.ca/careers,saatchi.ca,FOUND,https://saatchi.ca/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:03:13.019795+00:00,https://saatchi.ca/careers,https://www.saatchi.ca/careers,,,,0,0,,crawl_failed,All configured retries failed,,HttpClientStatusCodeError: Client error status code returned (status code: 404).
363,new_urls,363,Rollstack,no,https://rollstack.com/careers,https://rollstack.com/careers,https://rollstack.com/careers,rollstack.com,FOUND,https://rollstack.com/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:03:13.458639+00:00,https://rollstack.com/careers,https://www.rollstack.com/careers,200,Careers at Rollstack,ashby,0,0,,external_ats_needs_review,"ashby detected, but no jobs were confidently identified","Product
Solutions
Customers
Pricing
Resources
Company
Log In
Get a Demo
CAREERS
Join us in building the future of reporting & analytics
See open roles
What is Rollstack

Today, Rollstack provides a unified platform that helps companies like SoFi, Zillow, and Tripadvisor automate their data-driven presentations and reports so teams can make faster, data-driven decisions.

Our ambition is to build a generational company redefining how organizations communicate data. We’re backed by some of the best investors in the world, including Y Combinator and Insight Partners.

A place to do your best work
Collaborative

We solve problems together, keep hierarchy flat so information flows freely. The best ideas win, feedback is quick, and everyone contributes to moving the company forward.

Days, not months

We ship fast, learn from real usage, and improve through iteration. Speed is a competitive advantage, and we act with urgency at every stage.

Zero

Zero silos. Zero politics. Zero unnecessary meetings. We default to open channels, written documentation, and direct feedback, so nothing slows us down.

Work from anywhere

Rollstack is fully remote by design. We hire exceptional people wherever they are and give them the autonomy to structure their days for deep, meaningful work. We communicate in the open, and move fast.

Remote does not mean disconnected. We invest in relationships, meet in person when it matters, and build strong bonds across cities and continents.

Work from anywher",
368,new_urls,368,Salasgames,no,https://salasgames.com/careers,https://salasgames.com/careers,https://salasgames.com/careers,salasgames.com,FOUND,https://salasgames.com/careers,,,,,,,,,validate_page_and_extract_jobs,career_validation,,,,,unreviewed,,,2026-07-29T01:03:14.071110+00:00,https://salasgames.com/careers,https://salasgames.com/careers,,,,0,0,,crawl_failed,All configured retries failed,,HttpClientStatusCodeError: Client error status code returned (status code: 404).
